paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
1437,1437,Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female,Ogilvie R.; Kolski H.,1437_Ogilvie R. and Kolski H. - 2017 - Acute lower limb spasticity Stiff person syndrome.pdf,data\extraction_json\text\1437.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1437.json,1,3,15,4,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P.026,P.026 Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female R Ogilvie (Edmonton)* H Kolski (Edmonton),0.9436,1.0000,0.9577,,,2,false,false,1,0,0,5,33,2026-04-12T00:35:31.198665+00:00
1439,1439,Unrecognized respiratory manifestations of stiff person syndrome (SPS),Rakocevic G.; Woodford M.; Pack K.; Allen A.; Sexaur W.,1439_Rakocevic G. et al. - 2017 - Unrecognized respiratory manifestations of stiff p.pdf,data\extraction_json\text\1439.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1439.json,233,496,383,1351,2,8,true,true,0.1303,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,M300,Unrecognized Respiratory Manifestations of Stiff Person Syndrome (SPS),1.0000,1.0000,1.0000,,,4,false,false,1,197,197,22263,22318,2026-04-12T00:37:30.622065+00:00
1441,1441,Spectrum of stiff person syndrome expands with presence of retinal pathology,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,1441_1352458517731404.pdf,data\extraction_json\text\1441.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1441.json,342,112,746,821,1,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P601,P601 Spectrum of stiff person syndrome expands with presence of retinal pathology T. Shoemaker,0.9648,1.0000,0.9736,,,5,false,false,1,192,192,22892,22943,2026-04-12T00:39:57.472666+00:00
1446,1446,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,1446_Tani H. et al. - 2017 - Neurologic disorders associated with anti-glutamic.pdf,data\extraction_json\text\1446.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1446.json,2,12,38,23,1,11,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,SHIFT 7 - AUTOIMMUNE DISORDERS Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,0.9767,1.0000,0.9825,override_exact_span_start,override_exact_span_end,4,false,false,1,0,1,95,138,2026-04-12T00:40:51.110676+00:00
1447,1447,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",Amin S.; Hameed B.; Babiker M.O.E.,"1447_Amin S. et al. - 2017 - Hypokinesia, brainstem involvement, rigidity and e.pdf",data\extraction_json\text\1447.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1447.json,98,141,396,354,1,6,true,true,0.1725,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,042,"042 3rd January 2018 Hypokinesia, Brainstem Involvement, Rigidity and Exaggerated Startle in a Child with Glycine Receptors Antibodies",0.9698,0.3333,0.8106,,,0,false,false,1,16,16,1822,1861,2026-04-12T00:42:25.158144+00:00
1452,1452,A stiff diagnosis: An unusual case of low back pain,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,1452_Patel-2017-A stiff diagnosis_ An unusual case.pdf,data\extraction_json\text\1452.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1452.json,1,1,6,7,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 321,A Stiff Diagnosis: An Unusual Case of Low Back Pain,1.0000,0.3333,0.6711,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,3,44,2026-04-12T00:42:43.944466+00:00
1453,1453,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,Lee M.,1453_Lee-2017-Stiff person syndrome without axial s.pdf,data\extraction_json\text\1453.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1453.json,1,1,8,9,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 292,Stiff Person Syndrome Without Axial Stiffness or Hyperekplexia: A Case Report,1.0000,1.0000,0.8940,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,44,80,2026-04-12T00:43:04.099680+00:00
1458,1458,Unrecognized respiratory manifestations of stiff person syndrome,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,1458_Muscle and Nerve - 2017 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts (1).pdf,data\extraction_json\text\1458.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1458.json,119,62,347,353,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,120,UNRECOGNIZED RESPIRATORY MANIFESTATIONS OF STIFF PERSON SYNDROME,1.0000,1.0000,0.8851,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,61,61,4984,5029,2026-04-12T00:44:06.252525+00:00
1511,1511,Stiff-limb syndrome: Thinking about that!,Delorme A.; Pencu D.E.; De Saint-Hubert G.,1511_Delorme A. et al. - 2018 - Stiff-limb syndrome Thinking about that!.pdf,data\extraction_json\text\1511.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1511.json,81,28,335,242,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,ACTA CLINICA BELGICA 25 0028 Sti ﬀ-Limb Syndrome: Thinking about that!,0.7944,0.6667,0.7625,override_exact_span_start,override_exact_span_end,10,false,false,1,26,28,1262,1365,2026-04-12T00:44:36.578753+00:00
1597,1597,O-35 The Stiff Person Syndrome. Neurophysiological findings,Maeztu Sardina M.C.; Martinez Garcia F.A.; Garnes C.; Garcia L.; Puerto A.M.,1597_Maeztu Sardina M.C. et al. - 2019 - O-35 The Stiff Person Syndrome. Neurophysiological.pdf,data\extraction_json\text\1597.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1597.json,1,3,9,11,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,O-35,The Stiff Person Syndrome. Neurophysiological ﬁndings—,0.9842,0.6000,0.8882,,override_strip_terminal_doi,4,false,false,1,0,0,0,34,2026-04-12T00:44:51.810109+00:00
1602,1602,Progressive encephalomyelitis with rigidity and myoclonus - Case report,Barbov I.; Stojkoska F.; Petovska-Cvetkovska D.; Lazarova S.,1602_Barbov I. et al. - 2019 - Progressive encephalomyelitis with rigidity and my.pdf,data\extraction_json\text\1602.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1602.json,235,60,324,303,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,EPR1030,EPR1030 Progressive encephalomyelitis with rigidity and myoclonus – case report,0.9808,1.0000,0.9856,,,4,false,false,1,17,17,1400,1443,2026-04-12T00:46:11.863180+00:00
1605,1605,A stiff woman,Srinithya F.; Gadde S.,1605_s11606-019-05007-5.pdf,data\extraction_json\text\1605.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1605.json,769,63,389,538,2,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,A STIFF WOMAN,1.0000,1.0000,1.0000,,,2,false,false,1,360,360,43454,43503,2026-04-12T00:51:12.674581+00:00
1625,1625,Neuronal autoantibodies and clinical significance in stiff-person spectrum disorder,Kaneko J.; Iizuka T.; Kondo Y.; Abe Y.; Kaneko A.; Hattori K.; Kobayashi S.; Ugawa Y.; Sekiguchi K.; Maeda K.; Matsumoto Y.; Kanazawa N.; Kitamura E.; Dalmau J.; Nishiyama K.,1625_Kaneko - Neuronal Autoantibodies and Clinical Significance in Stiff.pdf,data\extraction_json\text\1625.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1625.json,2,1,7,4,1,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,Neuronal Autoantibodies and Clinical Significance in Stiff-Person Spectrum Disorder (P1.7-002),0.9820,1.0000,0.9865,,,5,false,false,1,0,1,0,41,2026-04-12T00:51:18.609669+00:00
1662,1662,Progressive encephalomyelitis with rigidity and myoclonus with antibodies to glycine receptor presenting with temporomandibular joint dislocation,Mahdi Aljedani R.; Meyer I.; Novy J.; Pagani J.-L.; Arlettaz L.; Ribi C.,1662_Mahdi - SMW.pdf,data\extraction_json\text\1662.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1662.json,29,108,572,369,3,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P72,P72 Progressive encephalomyelitis with rigidity and myoclonus with antibodies to glycine receptor presenting with temporo- mandibular joint dislocation,0.9399,1.0000,0.9549,,,4,false,false,1,26,26,3220,3270,2026-04-12T00:52:54.343793+00:00
1664,1664,A rare person with Stiff Person syndrome,Suciu R.; Stoicanescu D.; Cevei M.; Bodog F.,1664_Suciu R. et al. - 2019 - A rare person with Stiff Person syndrome.pdf,data\extraction_json\text\1664.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1664.json,204,84,408,311,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,E-P10.05A rare person with Stiff Person syndrome,0.9682,1.0000,0.8540,backtrack_soft_header,next_abstract_boundary,0,false,false,1,129,129,12347,12381,2026-04-12T00:54:21.358696+00:00
1721,1721,Anti-glutamic acid decarboxylase positive stiff person syndrome treated with immunoglobulin in a 38-year old filipina: A case report,Perez J.A.L.; Damian L.,1721_Perez J.A.L. and Damian L. - 2019 - Anti-glutamic acid decarboxylase positive stiff pe.pdf,data\extraction_json\text\1721.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1721.json,2,7,36,17,1,10,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,Anti-glutamic acid decarboxylase positive stiff person syndrome treated with immunoglobulin in a 38-year old ﬁlipina: A case report,1.0000,1.0000,1.0000,,override_strip_terminal_doi,0,false,false,1,0,1,90,123,2026-04-12T00:54:51.711064+00:00
1722,1722,Stiff person syndrome - An unusual paraneoplastic neurological phenomenon in carcinoid tumour,Sahathevan V.; Herath T.; Gamlaksha D.; Yogendranathan N.; Kulatunga A.; Senanayake B.,1722_Sahathevan V. et al. - 2019 - Stiff person syndrome - An unusual paraneoplastic .pdf,data\extraction_json\text\1722.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1722.json,1,6,17,7,0,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,Stiff person syndrome - An unusual paraneoplastic neurological phenomenon in carcinoid tumour,1.0000,1.0000,1.0000,,override_strip_terminal_doi,0,false,false,1,0,0,55,86,2026-04-12T00:55:06.454507+00:00
1774,1774,An unusual presentation of stiff-person syndrome,Saengphatrachai W.; Wantaneeyawong C.; Pitakpatapee Y.; Srivanitchapoom P.,1774_Saengphatrachai W. et al. - 2019 - An unusual presentation of stiff-person syndrome.pdf,data\extraction_json\text\1774.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1774.json,178,10,75,41,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,Pe-027-5,"An unusual presentation of stiff-person syndrome ○‌‌Weerawat‌Saengphatrachai 1 ,‌Chayasak‌Wantaneeyawong",0.8817,1.0000,0.9113,,,2,false,false,1,134,134,29632,29670,2026-04-12T00:57:57.653985+00:00
1793,1793,Stiff-person syndrome: The analyses of 15 cases and their prognosises,Wei X.; Cai J.; Zhang C.; Lin H.,1793_Basic Clin Pharma Tox - 2019 - - Expression of Concern Abstracts.pdf,data\extraction_json\text\1793.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1793.json,154,93,309,244,1,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,144,Stiff- person syndrome: The analyses of 15 cases and their prognosises,1.0000,1.0000,1.0000,,,4,false,false,1,85,86,8461,8515,2026-04-12T00:59:16.898032+00:00
1802,1802,Advanced progression of scoliosis after intrathecal baclofen in an adult with stiff person syndrome: A case report,Oh D.C.; LaGrant B.; Sein M.,1802_Oh D.C. et al. - 2019 - Advanced progression of scoliosis after intratheca.pdf,data\extraction_json\text\1802.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1802.json,187,77,498,408,1,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,Advanced Progression of Scoliosis After Intrathecal Baclofen in an Adult with Stiff Person Syndrome: A Case Report,1.0000,1.0000,1.0000,,,3,false,false,1,22,22,2706,2744,2026-04-12T01:01:30.119607+00:00
1807,1807,Anti-GAD65 antibody mediated systemic small vessel vasculitis with CNS involvement presenting as refractory status epilepticus and stiff-limb syndrome,Neupert D.; Leibu N.; Aysenne A.; Dunn C.R.,1807_Neupert D. et al. - 2019 - Anti-GAD65 antibody mediated systemic small vessel.pdf,data\extraction_json\text\1807.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1807.json,341,35,207,126,2,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 281,Anti-GAD65 Antibody Mediated Systemic Small Vessel Vasculitis with CNS Involvement Presenting as Refractory Status Epilepticus and Stiff-Limb Syndrome,1.0000,0.7500,0.8607,backtrack_abstract_boundary,next_soft_header,5,false,false,1,290,290,12517,12563,2026-04-12T01:02:36.668742+00:00
1829,1829,Providing relief from stiff person syndrome through intrathecal baclofen: A case report,Mazzola A.J.; Escalon M.X.,1829_Mazzola - Poster 254 Providing Relief from Stiff Person Syndrome through Intrathecal Baclofen A Case Report.pdf,data\extraction_json\text\1829.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1829.json,2,5,26,22,1,10,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 254,Providing Relief from Stiff Person Syndrome through,0.8781,0.0000,0.6001,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,1,111,151,2026-04-12T01:03:18.113465+00:00
1830,1830,"Rehabilitation challenges in a rare combination of Stiff-man syndrome, cerebellar ataxia, and Grave's Disease: A case report",Rivelis Y.; Saad E.,1830_Rivelis-2018-Rehabilitation challenges in a ra.pdf,data\extraction_json\text\1830.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1830.json,2,6,25,21,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 263,Rehabilitation Challenges in a Rare Combination of Stiff-,0.8458,1.0000,0.8477,backtrack_abstract_boundary,next_abstract_boundary,5,false,false,1,0,1,110,156,2026-04-12T01:04:05.539475+00:00
1838,1838,Progressive encephalomyelitis with rigidity and myoclonus with multiple autoantibodies as a first manifestation of thymoma,Florea A.; Matei A.; Mitu C.E.; Popescu B.O.,1838_Euro J of Neurology - 2020 - - ePoster Sessions.pdf,data\extraction_json\text\1838.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1838.json,706,57,298,222,2,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,EPO2344,EPO2344 Progressive encephalomyelitis with rigidity and myoclonus with multiple autoantibodies as a first manifestation of thymoma,0.9889,1.0000,0.9917,,,4,false,false,1,455,455,32719,32762,2026-04-12T01:06:50.718514+00:00
1897,1897,Autologous hematopoietic stem cell transplantation may be highly effective treatment for severe stiff person syndrome,Georges G.E.; Bowen J.D.; Pearlman M.; Wundes A.; Von Geldern G.; Kraft G.H.; Weiss M.D.; McLaughlin B.; Sytsma J.; Nash R.,1897_Georges-2018-Autologous hematopoietic stem cell transplantation may be highly effective treatment for severe stiff person syndrome.pdf,data\extraction_json\text\1897.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1897.json,1,0,22,22,1,6,true,true,0.0804,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,May be Highly Effective Treatment for Severe Stiff Person Syndrome,0.8700,0.5000,0.6853,backtrack_title_cluster,next_abstract_boundary,0,false,false,1,0,0,1,63,2026-04-12T01:07:15.133530+00:00
1898,1898,"Anti-gad positive syndrome (stiff-man): A 9-years-case report of treatment, evolution and a review",De Camargo Carmello J.F.; Oliveira A.S.B.,1898_De Camargo Carmello J.F. and Oliveira A.S.B. - 2018 - Anti-gad positive syndrome (stiff-man) A 9-years-.pdf,data\extraction_json\text\1898.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1898.json,199,89,436,422,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,A25,"of treatment, evolution and a review",0.8074,0.0000,0.5326,backtrack_abstract_boundary,next_abstract_boundary,2,false,false,1,11,12,1180,1234,2026-04-12T01:09:12.098907+00:00
1899,1899,Stiff-person syndrome and type 1 diabetes mellitus: Report of a family,Faro F.N.; Bussular T.C.; Feder C.K.R.; Salles J.E.N.; Scalissi N.M.; Pereira M.V.,1899_Faro F.N. et al. - 2018 - Stiff-person syndrome and type 1 diabetes mellitus.pdf,data\extraction_json\text\1899.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1899.json,199,89,436,422,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,A394,A394 Stiff‑person syndrome and type 1 diabetes mellitus: report of a family,0.8227,0.0000,0.6170,,,3,false,false,1,175,175,18152,18199,2026-04-12T01:11:08.926081+00:00
1900,1900,Stiff person syndrome exacerbations & therapeutic plasma exchange,Stiefel E.; Leeper J.; Alquist C.,1900_Stiefel E. et al. - 2018 - Stiff person syndrome exacerbations & therapeutic .pdf,data\extraction_json\text\1900.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1900.json,74,73,411,316,1,5,true,true,0.0810,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,STIFF PERSON SYNDROME EXACERBATIONS & THERAPEUTIC PLASMA EXCHANGE,1.0000,1.0000,1.0000,,,5,false,false,1,39,40,3807,3888,2026-04-12T01:12:22.328689+00:00
1901,1901,Iatrogenic hypoglobulinemia due to the therapeutic plasma exchange: Managing the patient with allergies to blood products,Linnik Y.A.; Moiseff R.; Thomasson R.; Szczepiorkowski Z.; Dunbar N.,1901_Linnik Y.A. et al. - 2018 - Iatrogenic hypoglobulinemia due to the therapeutic.pdf,data\extraction_json\text\1901.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1901.json,74,73,411,316,1,5,true,true,0.1034,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,PATIENT WITH ALLERGIES TO BLOOD PRODUCTS,0.8880,1.0000,0.8485,backtrack_soft_header,next_abstract_boundary,4,false,false,1,58,59,5432,5499,2026-04-12T01:13:22.862594+00:00
1903,1903,Stiff person's syndrome: Challenging symptom control,Thakolkaran N.T.; Kaur R.,1903_Thakolkaran N.T. and Kaur R. - 2018 - Stiff person's syndrome Challenging symptom contr.pdf,data\extraction_json\text\1903.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1903.json,369,133,471,450,1,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,C31,C31 Stiff Person’s Syndrome: Challenging symptom control,0.8750,1.0000,0.9062,,,4,false,false,1,182,182,23370,23415,2026-04-12T01:16:25.054492+00:00
1916,1916,A rare cause of progressive encephalopathy - PERM,Hartigan S.; Turner R.; Hastings J.,1916_Hartigan S. et al. - 2018 - A rare cause of progressive encephalopathy - PERM.pdf,data\extraction_json\text\1916.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1916.json,97,192,551,367,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,"A Rare Cause Of Progressive Encephalopathy - PERM Hartigan S, Turner R , Hastings J",0.9132,1.0000,0.9349,,,3,false,false,1,69,70,8082,8126,2026-04-12T01:17:50.568319+00:00
1918,1918,Spasmodic reflex myoclonus-an characteristic electrophysiological manifestation for the diagnosis of Stiff-person syndrome,Tsai C.-H.,1918_Tsai C.-H. - 2018 - Spasmodic reflex myoclonus-an characteristic elect.pdf,data\extraction_json\text\1918.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1918.json,2,8,21,5,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,F59,Spasmodic reflex myoclonus-an characteristic electrophysiological manifestation for the diagnosis of Stiff-person syndrome—Chon-Haw Tsai (Taiwan),0.9410,0.0000,0.6022,backtrack_abstract_boundary,override_strip_terminal_doi,4,false,false,1,0,1,89,121,2026-04-12T01:18:27.190850+00:00
1921,1921,Refractory anti-gad positive stiff-person syndrome controlled after rituximab therapy,Aragao V.; Braga E.; Marinho A.R.; Nobrega P.; Simabukuro M.; Ferreira G.; Maia F.,1921_Aragao V. et al. - 2018 - Refractory anti-gad positive stiff-person syndrome.pdf,data\extraction_json\text\1921.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1921.json,104,82,476,361,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,171,Refractory Anti-GAD Positive Stiff-person Syndrome Controlled,0.9100,0.8571,0.8264,backtrack_abstract_boundary,next_abstract_boundary,5,false,false,1,67,68,8035,8093,2026-04-12T01:20:02.945666+00:00
1922,1922,Stiff person syndrome presenting with spastic dysarthria,Persaud A.; Shneyder N.; Pulley M.; Giles S.,1922_Persaud A. et al. - 2018 - Stiff person syndrome presenting with spastic dysa.pdf,data\extraction_json\text\1922.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1922.json,104,82,476,361,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,116,116 Stiff Person Syndrome Presenting with Spastic Dysarthria,0.9879,1.0000,0.9909,,,5,false,false,1,45,45,5369,5405,2026-04-12T01:21:40.463212+00:00
1923,1923,Intrathecal baclofen effects in stiff person syndrome: Clinical and instrumented gait analysis,Rocha M.S.; Terzian P.R.; Ferreira R.; Majdoub A.A.; Barbosa J.; Godinho F.,1923_Rocha M.S. et al. - 2018 - Intrathecal baclofen effects in stiff person syndr.pdf,data\extraction_json\text\1923.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1923.json,104,82,476,361,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,117,117 Intrathecal Baclofen Effects in Stiff Person Syndrome: Clinical and Instrumented Gait Analysis,0.9926,0.6667,0.9111,,,5,false,false,1,45,46,5405,5464,2026-04-12T01:23:27.811322+00:00
