paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
1001,1001,Inpatient physiotherapy management for Stiff Person syndrome,Kahraman T.; Balci B.; Sengun I.S.,1001_Kahraman T. et al. - 2014 - Inpatient physiotherapy management for Stiff Perso.pdf,data\extraction_json\text\1001.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1001.json,524,111,492,434,2,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,PP2210,PP2210 Inpatient physiotherapy management for Stiff Person syndrome,0.9807,0.6667,0.9022,,,4,false,false,1,350,350,39064,39099,2026-04-11T10:20:23.989793+00:00
1011,1011,Two cases of stiff person syndrome treated with intrathecal baclofen pump in an inpatient rehabilitation unit: A case series,Shoval H.A.; Hamer O.; Chantasi K.; Nanda U.,1011_Shoval-2014-Two cases of stiff person syndrome.pdf,data\extraction_json\text\1011.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1011.json,1,3,24,10,1,9,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 313,Two Cases of Stiff Person Syndrome Treated with Intrathecal Baclofen Pump in an Inpatient,0.9114,1.0000,0.8703,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,2,47,2026-04-11T10:20:36.922050+00:00
1028,1028,Autoantibodies against glycine-associated synaptic proteins in stiff-person syndrome,Probst C.; Blocker I.-M.; Mindorf S.; Unger M.; Fechner K.; Meinck H.-M.; Balint B.; Stocker W.; Schlumberger W.; Komorowski L.,1028_Probst C. et al. - 2014 - Autoantibodies against glycine-associated synaptic.pdf,data\extraction_json\text\1028.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1028.json,2,4,30,45,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,96,96 Autoantibodies against glycine-associated synaptic proteins in stiff-person syndrome,0.9939,0.7500,0.9329,,,4,false,false,1,0,1,79,136,2026-04-11T10:21:00.182410+00:00
1031,1031,Autonomic dysfunction in stiff person syndrome (SPS): Observations in 8 cases,Barboi A.,1031_Barboi A. - 2014 - Autonomic dysfunction in stiff person syndrome (SP.pdf,data\extraction_json\text\1031.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1031.json,45,94,521,524,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,Poster 20,Poster 20 Autonomic dysfunction in stiff person syndrome (SPS): observations in 8 cases A. Barboi,0.9602,1.0000,0.9701,,,6,false,false,1,26,26,2574,2612,2026-04-11T10:21:49.399416+00:00
1112,1112,Practical management of stiff person syndrome in a limited resource setting-report of experiences in a two year follow-up,Siddi Ganie N.; Nichol R.; Janse Van Rensberg E.; Smit L.; Kruger A.; Nel M.; Lecuona E.,1112_Siddi Ganie-2015-Practical management of stiff.pdf,data\extraction_json\text\1112.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1112.json,345,59,283,183,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,F1087,F1087 Practical management of stiff person syndrome in a limited resource setting – report of experiences in a two year follow-up,0.9915,1.0000,0.9936,,,4,false,false,1,41,41,3221,3263,2026-04-11T10:23:00.098711+00:00
1116,1116,Paediatric neurological syndromes associated with glycine receptor antibodies,Gadian J.; Hacohen Y.; Kariyawasam S.; Woodhall M.; Brilot F.; Pillai S.; Suleiman J.; Lascelles K.; Pike M.; Munot P.; Vincent A.; Dale R.C.; Lim M.,1116_Gadian - PIIS109037981530088X.pdf,data\extraction_json\text\1116.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1116.json,1,3,12,12,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,OP87 - 3001,3001 Paediatric neurological syndromes associated with glycine receptor antibodies,0.9890,1.0000,0.9917,,,1,false,false,1,0,0,83,125,2026-04-11T10:23:15.319442+00:00
1597,1597,O-35 The Stiff Person Syndrome. Neurophysiological findings,Maeztu Sardina M.C.; Martinez Garcia F.A.; Garnes C.; Garcia L.; Puerto A.M.,1597_Maeztu Sardina M.C. et al. - 2019 - O-35 The Stiff Person Syndrome. Neurophysiological.pdf,data\extraction_json\text\1597.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1597.json,1,3,9,11,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,O-35,The Stiff Person Syndrome. Neurophysiological ﬁndings—,0.9842,0.6000,0.8882,,override_strip_terminal_doi,4,false,false,1,0,0,0,34,2026-04-11T10:23:25.524973+00:00
6271,6271,Dementia in elderly male with Stiff man syndrome,"Sheyner, I.; Cutillar, M.",6271_J American Geriatrics Society - 2007 - - PAPER ABSTRACTS.pdf,data\extraction_json\text\6271.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\6271.json,218,111,438,492,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,C14,C14 Dementia in elderly male with Stiff Man Syndrome. I.,0.9794,1.0000,0.9846,,,0,false,false,1,116,116,14974,15009,2026-04-11T10:24:50.279303+00:00
8198,8198,Anti-glycine receptor antibody causing relapsing encephalitis with rigidity and myoclonus,Williams J.; O'Connell K.; O'Riordan S.; McGuigan C.; Connolly S.; Vincent A.; Hutchinson M.,8198_Movement Disorders - 2012 - - Poster Presentations.pdf,data\extraction_json\text\8198.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\8198.json,523,132,403,353,2,8,true,true,0.1850,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,623,Anti-glycine receptor antibody causing relapsing encephalitis with rigidity and myoclonus,1.0000,0.7143,0.8193,backtrack_abstract_boundary,next_abstract_boundary,5,false,false,1,201,201,24899,24937,2026-04-11T10:27:09.216047+00:00
8317,8317,Stiff man syndrome associated with breast cancer about 2 cases,Noutsa L.; Mbonda Chimi P.C.; Camara M.; Fogang Y.; Toure K.; Ndiaye M.; Diop A.G.; Ndiaye M.M.,8317_Noutsa L. et al. - 2013 - Stiff man syndrome associated with breast cancer a.pdf,data\extraction_json\text\8317.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\8317.json,2,9,29,27,0,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Stiff man syndrome associated with breast cancer about 2 cases,1.0000,0.8750,0.8301,backtrack_soft_header,next_soft_header,3,false,false,1,0,1,106,132,2026-04-11T10:27:31.280575+00:00
