paper_id,covidence_id,title,authors,resolved_source_category,resolved_source_subtype,resolved_source_route_source,source_text_json_path,trimmed_text_json_path,validated_text_json_path,preferred_text_source,proceedings_detected,trim_status,trim_reason,qc_status,manual_follow_up_required,best_match_page_index,title_score,author_score,combined_score,section_heading_count,body_char_count,header_only_flag,spillover_flag,span_located,span_detection_method,start_boundary_ok,start_boundary_rule,next_header_rule,meaningful_tail_gap_count,best_match_excerpt,qc_note,checked_at_utc
1001,1001,Inpatient physiotherapy management for Stiff Person syndrome,Kahraman T.; Balci B.; Sengun I.S.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1001.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1001.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1001.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,350,1.0000,0.6667,0.9167,4,1695,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"PP2210 Inpatient physiotherapy management for Stiff Person syndrome T. Kahraman1, B. Balc ı1,I˙.S¸. S¸ engu¨n2 1School of Physical Therapy and Rehabilitation; 2Department of Neurology, Dokuz Eylu¨l University, Izmir, Turkey Introduction: Stiff Person Syndrome (SPS) is a rare autoimmune neurological disorder characterized by progressive stiffness and painful spasms in the trunk and lower extremities. Little information about physiotherapy management of SPS is found in the literature. The aim of t",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:09.156154+00:00
1011,1011,Two cases of stiff person syndrome treated with intrathecal baclofen pump in an inpatient rehabilitation unit: A case series,Shoval H.A.; Hamer O.; Chantasi K.; Nanda U.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1011.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1011.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1011.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,4,2308,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 313 Two Cases of Stiff Person Syndrome Treated with Intrathecal Baclofen Pump in an Inpatient Rehabilitation Unit: A Case Series. Hannah A. Shoval (New York Presbyterian Hospital, New York, NY, United States); Orlee Hamer, DO; Kenny Chantasi, DO; Udai Nanda, MD. Disclosures: H. A. Shoval, No Disclosures: I Have No Relevant Financial Relationships to Disclose. Case Description: RS is a 55-year-old female and PL is a 48- year-old male admitted for stiff person syndrome (SPS) to an inpatient",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:09.351480+00:00
1028,1028,Autoantibodies against glycine-associated synaptic proteins in stiff-person syndrome,Probst C.; Blocker I.-M.; Mindorf S.; Unger M.; Fechner K.; Meinck H.-M.; Balint B.; Stocker W.; Schlumberger W.; Komorowski L.,conference_abstract,group_conference_abstract,heuristic,data\extraction_json\text\1028.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1028.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1028.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,0.7500,0.9375,4,3078,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"96 Autoantibodies against glycine-associated synaptic proteins in stiff-person syndrome Christian Probsta, Inga-Madeleine Blöcker a, Swantje Mindorf a, Mandy Unger a, Kai Fechner a, Hans-Michael Meinck b, Bettina Balint c, Winfried Stöcker a, Wolfgang Schlumberger a, Lars Komorowski a aInstitute of Experimental Immunology, EUROIMMUN AG, Lübeck, Germany; bDepartment of Neurology, University of Heidelberg, Heidelberg, Germany; cInstitute of Neurology, University College London, London, Germany Bac",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:09.597410+00:00
1031,1031,Autonomic dysfunction in stiff person syndrome (SPS): Observations in 8 cases,Barboi A.,conference_abstract,group_conference_abstract,manual_review,data\extraction_json\text\1031.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1031.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1031.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,26,1.0000,1.0000,1.0000,6,1931,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 20 Autonomic dysfunction in stiff person syndrome (SPS): observations in 8 cases A. Barboi Department of Neurological Sciences, Rush University, Chicago, IL, USA Objectives: Describe autonomic involvement in 8 consecutive patients with stiff person syndrome Background: SPS is mediated by antibodies to the glutamic acid decarboxylase (GAD) enzyme. In addition to muscle stiffness and pain, patients may present with: cerebellar symptoms, progressive encephalomyelitis with rigidity and myoclo",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:12.623165+00:00
1112,1112,Practical management of stiff person syndrome in a limited resource setting-report of experiences in a two year follow-up,Siddi Ganie N.; Nichol R.; Janse Van Rensberg E.; Smit L.; Kruger A.; Nel M.; Lecuona E.,conference_abstract,multi_case_conference_abstract,manual_review,data\extraction_json\text\1112.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1112.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1112.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,41,1.0000,1.0000,1.0000,4,1941,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"F1087 Practical management of stiff person syndrome in a limited resource setting – report of experiences in a two year follow-up N. Siddi Ganie1, R. Nichol2, E. Janse Van Rensberg2, L. Smit2, A. Kruger2, M. Nel3, E. Lecuona4 1Durban, South Africa, 2University of Free State, Neurology, Bloemfontein, South Africa, 3University of Free State, Psych- iatry, Bloemfontein, South Africa, 4University of Free State, Occupational Therapy, Bloemfontein, South Africa Background and aims: Stiff person syndro",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:27.045020+00:00
1116,1116,Paediatric neurological syndromes associated with glycine receptor antibodies,Gadian J.; Hacohen Y.; Kariyawasam S.; Woodhall M.; Brilot F.; Pillai S.; Suleiman J.; Lascelles K.; Pike M.; Munot P.; Vincent A.; Dale R.C.; Lim M.,conference_abstract,group_conference_abstract,heuristic,data\extraction_json\text\1116.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1116.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1116.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,1,2108,false,false,true,trim_record_indices,true,coded_boundary,no_header_found,0,"OP87 - 3001 Paediatric neurological syndromes associated with glycine receptor antibodies J. Gadian, Y. Hacohen, S. Kariyawasam, M.Woodhall, F. Brilot, S. Pillai, J. Suleiman, K. Lascelles, M. Pike, P. Munot, A. Vincent, R.C. Dale, M. Lim. Children’sN eurosciencesC entre,E velina London Children’s Hospital,S tT homas’H ospital, London, UK Background: In patients with glycine recept o r antibodies (GlyR- Ab), a range of neurological syndromes that includes Stiff Person Syndrome (SPS) and its more",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:27.224255+00:00
1597,1597,O-35 The Stiff Person Syndrome. Neurophysiological findings,Maeztu Sardina M.C.; Martinez Garcia F.A.; Garnes C.; Garcia L.; Puerto A.M.,single_case_report,case_report,heuristic,data\extraction_json\text\1597.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1597.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\1597.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,0.6000,0.9000,4,1692,false,false,true,exact_footer_filtered_subsequence,true,coded_boundary,next_abstract_boundary,0,"O-35 The Stiff Person Syndrome. Neurophysiological ﬁndings— Maria Concepcion Maeztu Sardiña *, Francisco A. Martinez Garcia, Carmen Garnes, Luis Garcia, Ana Martinez Puerto (Servicio Murciano de Salud, Murcia, Spain) ⇑ Corresponding author. Background: Stiff Person Syndrome (SPS) an encephalomyelitis, is an immune-mediated disorder characterized by rigidity of the axial and proximal limb muscles with painful spasThis rare disease responds to immunotherapies and is frequently associated with othe",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:27.317727+00:00
6271,6271,Dementia in elderly male with Stiff man syndrome,"Sheyner, I.; Cutillar, M.",conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\6271.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\6271.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\6271.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,116,1.0000,1.0000,1.0000,0,1770,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"C14 Dementia in elderly male with Stiff Man Syndrome. I. Sheyner,M .Cutillar. Internal Medicine, University of South Florida, Tampa, FL. Abstract: We are presenting the case of a 75 year old male undergoing long term care in the nursing home with a past medical history of Stiffman syndrome diagnosed seventeen years ago. Diagnosis was based on clinical observation and had recently been confirmed by a positive anti-glutamic acid decarboxylase antibody. On admission, the chief complaint was stiffne",Trimmed proceedings text matches and appears complete.,2026-04-11T10:28:43.672510+00:00
8198,8198,Anti-glycine receptor antibody causing relapsing encephalitis with rigidity and myoclonus,Williams J.; O'Connell K.; O'Riordan S.; McGuigan C.; Connolly S.; Vincent A.; Hutchinson M.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\8198.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\8198.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\8198.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,201,1.0000,0.7143,0.9286,5,2111,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"623 Anti-glycine receptor antibody causing relapsing encephalitis with rigidity and myoclonus J. Williams, K. O’Connell, S. O’Riordan, C. McGuigan, S. Connolly, A. Vincent, M. Hutchinson (Dublin, Ireland) Objective: To describe a unique case of anti-glycine receptor antibody causing relapsing progressive encephalitis with rigidity and myoclonus. Background: Progressive encepalomyelitis with rigidity and myo- clonus (PERM) is a rare disorder presenting subacutely with rigidity, muscle spasms, bra",Trimmed proceedings text matches and appears complete.,2026-04-11T10:29:19.667750+00:00
8317,8317,Stiff man syndrome associated with breast cancer about 2 cases,Noutsa L.; Mbonda Chimi P.C.; Camara M.; Fogang Y.; Toure K.; Ndiaye M.; Diop A.G.; Ndiaye M.M.,conference_abstract,case_series_conference_abstract,manual_review,data\extraction_json\text\8317.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\8317.json,qa\trimming\reports\stage05_regression_guard\tranche_001\text_trimmed\8317.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,0.8750,0.9688,3,1099,false,false,true,trim_record_indices,true,soft_header::author+institution+section,next_soft_header,0,"Stiff man syndrome associated with breast cancer about 2 cases L. Noutsaa,P . C .M b o n d aC h i m ib, M. Camara b, Y. Fogang b,K .T o u r eb, M. Ndiaye b, A.G. Diopb, M.M. Ndiayeb. aThe Cheikh Anta Diop University, Dakar, Senegal; bNeurology, Fann Teaching Hospital, Dakar, Senegal Background: The stiff-man syndrome (SMS) is one of the syndromes of hyperactivity neuromuscular, it may be associated with neopla- sias in paraneoplastic syndromes. We report 2 cases of stiff man syndrome.",Trimmed proceedings text matches and appears complete.,2026-04-11T10:29:19.933450+00:00
