paper_id,covidence_id,title,authors,resolved_source_category,resolved_source_subtype,resolved_source_route_source,source_text_json_path,trimmed_text_json_path,validated_text_json_path,preferred_text_source,proceedings_detected,trim_status,trim_reason,qc_status,manual_follow_up_required,best_match_page_index,title_score,author_score,combined_score,section_heading_count,body_char_count,header_only_flag,spillover_flag,span_located,span_detection_method,start_boundary_ok,start_boundary_rule,next_header_rule,meaningful_tail_gap_count,best_match_excerpt,qc_note,checked_at_utc
1416,1416,Immunomodulatory therapy in stiff-person syndrome (SPS): A controlled Rituximab-randomised study,Amarandei M.,conference_abstract,interventional_conference_abstract,manual_review,data\extraction_json\text\1416.json,qa\trimming\reports\batch_007\text_trimmed\1416.json,qa\trimming\reports\batch_007\text_trimmed\1416.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,505,0.7894,1.0000,0.8421,5,1762,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"1292 Immunomodulatory therapy in stiff-person syndrome (SPS): a controlled Rituximab-randomised study M. Amarandei (Bucharest, Romania) Objective: The efﬁcacy of the anti-CD20 antibody, Rituximab, in the treatment of patients with stiff-person syndrome. Background: SPS is a rare autoimmune progressive disorder of the central nervous system(CNS). Symptoms are stifness and painful exten- sor spasms. Stiffness affects the thoracolumbar paraspinal muscles, arms and legs, it has insidious onset; it a",Trimmed proceedings text matches and appears complete.,2026-04-10T02:15:58.557641+00:00
1418,1418,Stiff-limb syndrome with cerebellar features and atypical EMG findings responds to IVIG,Rametta S.; Robinson G.; Hellmers N.; Jacoby N.; Sarva H.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1418.json,qa\trimming\reports\batch_007\text_trimmed\1418.json,qa\trimming\reports\batch_007\text_trimmed\1418.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,515,0.7900,1.0000,0.8425,5,2323,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"1316 Stiff-limb syndrome with cerebellar features and atypical EMG ﬁndings responds to IVIG S. Rametta, G. Robinson, N. Hellmers, N. Jacoby, H. Sarva (Brooklyn, NY, USA) Objective: To describe a case of stiff-limb syndrome with ataxic fea- tures which had delayed EMG ﬁndings and improvement to IVIG. Background: Stiff-person syndrome (SPS) is part of a spectrum of progressive autoimmune neurological diseases that also include isolated cerebellar ataxias, progressive encephalomyelitis with rigidit",Trimmed proceedings text matches and appears complete.,2026-04-10T02:16:15.921839+00:00
1433,1433,Early empirical treatment of antibody-negative autoimmune/paraneoplastic encephalitis with immunosuppression,Dai P.; Lin M.-W.; Mahant N.; Gao B.; Brown D.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1433.json,qa\trimming\reports\batch_007\text_trimmed\1433.json,qa\trimming\reports\batch_007\text_trimmed\1433.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,0.8453,1.0000,0.8840,1,2402,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"CGR 7 EARLY EMPIRICAL TREATMENT OF ANTIBODY-NEGATIVE AUTOIMMUNE/PARANEOPLASTIC ENCEPHALITIS WITH IMMUNOSUPPRESSION P Dai,1 M-W Lin,1 N Mahant,2 B Gao3 and D Brown 1 1Department of Immunology, Westmead Hospital, Westmead, Australia 2Department of Neurology, Westmead Hospital, Westmead, Australia 3Department of Medical Oncology, Westmead Hospital, Westmead, Australia We report two cases of antibody-negative paraneoplastic/autoimmune encephalitis who were treated empirically with immunosuppression ",Trimmed proceedings text matches and appears complete.,2026-04-10T02:16:15.970346+00:00
1439,1439,Unrecognized respiratory manifestations of stiff person syndrome (SPS),Rakocevic G.; Woodford M.; Pack K.; Allen A.; Sexaur W.,conference_abstract,group_conference_abstract,heuristic,data\extraction_json\text\1439.json,qa\trimming\reports\batch_007\text_trimmed\1439.json,qa\trimming\reports\batch_007\text_trimmed\1439.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,197,0.7533,1.0000,0.8149,4,2500,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"M300. Unrecognized Respiratory Manifestations of Stiff Person Syndrome (SPS) Goran Rakocevic, Matthew Woodford, Katrina Pack, Anthony Allen and William Sexaur. Philadelphia, PA Introduction: Respiratory manifestations in Stiff-person Syndrome (SPS) patients have not been systematically inves- tigated and adequately managed. Approximately 50% of SPS patients report dyspnea contributing to their functional impairment. This study investigates the frequency and sever- ity of dyspnea and associated p",Trimmed proceedings text matches and appears complete.,2026-04-10T02:16:23.626934+00:00
1441,1441,Spectrum of stiff person syndrome expands with presence of retinal pathology,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,conference_abstract,group_conference_abstract,manual_review,data\extraction_json\text\1441.json,qa\trimming\reports\batch_007\text_trimmed\1441.json,qa\trimming\reports\batch_007\text_trimmed\1441.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,192,0.8069,1.0000,0.8552,5,2567,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"P601 Spectrum of stiff person syndrome expands with presence of retinal pathology T. Shoemaker 1, A. Rothman1, J. Prince2, S. Saidha1, P.A. Calabresi1, S.D. Newsome1 1Neurology, Neuroimmunology, 2Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, United States Objective: To assess structural and functional changes in the afferent visual system of patients with Stiff-Person Syndrome (SPS). Background: SPS is a rare neuroimmunological disorder charac- terized by progress",Trimmed proceedings text matches and appears complete.,2026-04-10T02:16:31.690465+00:00
1446,1446,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,conference_abstract,case_series_conference_abstract,heuristic,data\extraction_json\text\1446.json,qa\trimming\reports\batch_007\text_trimmed\1446.json,qa\trimming\reports\batch_007\text_trimmed\1446.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,0.9286,1.0000,0.9465,4,2190,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"2523 WCN17-1798 SHIFT 7 - AUTOIMMUNE DISORDERS Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus H. Tani, N. Hideto, U. Kiichi, H. Toshifumi, I. Shimon, K. Fumiharu, A. Shigeki. Osaka Medical College, Division of Neurology- Department of Internal Medicine IV, Takatsuki-City, Japan Background: Anti-Glutamic acid decarboxylase (GAD) antibodies a",Trimmed proceedings text matches and appears complete.,2026-04-10T02:16:31.759011+00:00
1447,1447,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",Amin S.; Hameed B.; Babiker M.O.E.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1447.json,qa\trimming\reports\batch_007\text_trimmed\1447.json,qa\trimming\reports\batch_007\text_trimmed\1447.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,16,0.8566,0.3333,0.7258,0,1833,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"042 3rd January 2018 Hypokinesia, Brainstem Involvement, Rigidity and Exaggerated Startle in a Child with Glycine Receptors Antibodies SA M I N1, B HAMEED 1,MO . EB A B I K E R1 1University Hospitals Bristol We report a video presentation of a previously well 7-year-old boy who presented with worsening dysphagia, ptosis, rigidity, myoclonic jerks, high blood pressure and urinary retention. There was no evidence of encephalopathy. He had generalized muscle rigidity and stiffness but had normal cr",Trimmed proceedings text matches and appears complete.,2026-04-10T02:16:33.694779+00:00
1452,1452,A stiff diagnosis: An unusual case of low back pain,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1452.json,qa\trimming\reports\batch_007\text_trimmed\1452.json,qa\trimming\reports\batch_007\text_trimmed\1452.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,0.3333,0.8333,4,2215,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 321: A Stiff Diagnosis: An Unusual Case of Low Back Pain Komal G. Patel, DO (North Shore-LIJ Health System), Fergie-Ross L. Montero-Cruz, DO, Surya M. Vishnubhakat, MD Disclosures: Komal Patel: I Have No Relevant Financial Relationships To Disclose Case/Program Description: A 44-year-old man with a past medical history of agoraphobia, depression, migraines, and hypertension who presented with low back and hip pain, and impaired ambulation sec- ondary to “legs locking up,” requiring the us",Trimmed proceedings text matches and appears complete.,2026-04-11T07:21:34.800534+00:00
1453,1453,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,Lee M.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1453.json,qa\trimming\reports\batch_007\text_trimmed\1453.json,qa\trimming\reports\batch_007\text_trimmed\1453.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,4,1817,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 292: Stiff Person Syndrome Without Axial Stiffness or Hyperekplexia: A Case Report Melody Lee, MD (Mayo Clinic of Rochester) Disclosures: Melody Lee: I Have No Relevant Financial Relationships To Disclose Case/Program Description: Ms. S presented to our emergency department with progressive bilateral leg pain and tightness for the past year. She was having worsening rigidity with resulting contrac- tures, and started requiring a wheelchair for mobility. As she had fallen multiple times at",Trimmed proceedings text matches and appears complete.,2026-04-11T07:21:35.283021+00:00
1458,1458,Unrecognized respiratory manifestations of stiff person syndrome,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,conference_abstract,group_conference_abstract,manual_review,data\extraction_json\text\1458.json,qa\trimming\reports\batch_007\text_trimmed\1458.json,qa\trimming\reports\batch_007\text_trimmed\1458.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,61,0.7841,1.0000,0.8381,4,1908,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"120 UNRECOGNIZED RESPIRATORY MANIFESTATIONS OF STIFF PERSON SYNDROME Goran Rakocevic (Philadelphia, PA), Anthony Allen (Philadelphia, PA), Katrina Pack (Philadelphia, PA), Matthew Woodford (Philadelphia, PA), William Sexauer (Philadelphia, PA) INTRODUCTION: Approximately 50% of stiff-person syndrome (SPS) patients report dyspnea contributing to their functional impairment, which is largely underdiagnosed. OBJECTIVE: To investigate the frequency and severity of dyspnea and associated pulmonary fu",Trimmed proceedings text matches and appears complete.,2026-04-10T02:16:36.695999+00:00
