paper_id,covidence_id,title,authors,resolved_source_category,resolved_source_subtype,resolved_source_route_source,source_text_json_path,trimmed_text_json_path,validated_text_json_path,preferred_text_source,proceedings_detected,trim_status,trim_reason,qc_status,manual_follow_up_required,best_match_page_index,title_score,author_score,combined_score,section_heading_count,body_char_count,header_only_flag,spillover_flag,span_located,span_detection_method,start_boundary_ok,start_boundary_rule,next_header_rule,meaningful_tail_gap_count,best_match_excerpt,qc_note,checked_at_utc
1722,1722,Stiff person syndrome - An unusual paraneoplastic neurological phenomenon in carcinoid tumour,Sahathevan V.; Herath T.; Gamlaksha D.; Yogendranathan N.; Kulatunga A.; Senanayake B.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1722.json,qa\trimming\reports\batch_009\text_trimmed\1722.json,qa\trimming\reports\batch_009\text_trimmed\1722.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,0,1498,false,false,true,trim_record_indices,true,soft_header::author+institution+wrapped_title,next_abstract_boundary,0,"Stiff person syndrome - An unusual paraneoplastic neurological phenomenon in carcinoid tumour V. Sahathevan a, T. Herath b, D. Gamlaksha c, N. Yogendranathan a,A . Kulatungaa, B. Senanayake b aNational Hospital Sri Lanka, Department of Medicine, Colombo 10, Sri Lanka bNational Hospital Sri Lanka, Department of Neurology, Colombo 10, Sri Lanka cNational Hospital Sri Lanka, Department of Pathology, Colombo 10, Sri Lanka Stiff person syndrome (SPS) is a rare neurologic disorder characterised by rig",Trimmed proceedings text matches and appears complete.,2026-04-10T16:35:10.688692+00:00
1774,1774,An unusual presentation of stiff-person syndrome,Saengphatrachai W.; Wantaneeyawong C.; Pitakpatapee Y.; Srivanitchapoom P.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1774.json,qa\trimming\reports\batch_009\text_trimmed\1774.json,qa\trimming\reports\batch_009\text_trimmed\1774.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,134,0.9700,1.0000,0.9775,2,1800,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Pe-027-5 An unusual presentation of stiff-person syndrome ○‌‌Weerawat‌Saengphatrachai 1 ,‌Chayasak‌Wantaneeyawong 2 ,‌ Yuvadee‌Pitakpatapee 1 ,‌Prachaya‌Srivanitchapoom 1 1 Division of Neurology, Faculty of Medicine, Siriraj Hospital, Mahidol University, Bangkok, Thailand, 2 The Northern Neuroscience Center, Faculty of Medicine, Chiang Mai University, Chiang Mai, Thailand Background: Movement disorders in anti-glutamic acid decarboxylase antibody （anti-GAD Ab） include stiff-person syndrome （SPS）",Trimmed proceedings text matches and appears complete.,2026-04-10T16:35:42.250145+00:00
1793,1793,Stiff-person syndrome: The analyses of 15 cases and their prognosises,Wei X.; Cai J.; Zhang C.; Lin H.,conference_abstract,case_series_conference_abstract,manual_review,data\extraction_json\text\1793.json,qa\trimming\reports\batch_009\text_trimmed\1793.json,qa\trimming\reports\batch_009\text_trimmed\1793.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,85,0.9900,1.0000,0.9925,4,2481,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"144 | Stiff- person syndrome: The analyses of 15 cases and their prognosises Xiaolan Wei1; Jiangping Cai3; Cheng Zhang4; Hualong Lin2 1Department of Neurology, Quanzhou First Hospital Affiliated to Fujian Medical University, Quanzhou, China; 2Department of Neurology, The Second Affiliated Hospital of Fujian Medical University, Quanzhou, China; 3Department of Neurology, Quanzhou First Hospital Affiliated to Fujian Medical University, Quanzhou, China; 4Department of Neurology, The First Affiliated",Trimmed proceedings text matches and appears complete.,2026-04-10T16:35:57.275272+00:00
1802,1802,Advanced progression of scoliosis after intrathecal baclofen in an adult with stiff person syndrome: A case report,Oh D.C.; LaGrant B.; Sein M.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1802.json,qa\trimming\reports\batch_009\text_trimmed\1802.json,qa\trimming\reports\batch_009\text_trimmed\1802.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,22,1.0000,1.0000,1.0000,3,1926,false,false,true,trim_record_indices,true,soft_header::author+institution+section+wrapped_title,next_soft_header,0,"Advanced Progression of Scoliosis After Intrathecal Baclofen in an Adult with Stiff Person Syndrome: A Case Report Daniel C. Oh, MD, MS (New York Presbyterian Hospital (Columbia and Cornell) PM&R Program, New York, NY , United States); Brian LaGrant, BS; Michael Sein, MD Disclosures: Daniel C. Oh, MD, MS: Nothing to disclose Case Description : This patient initially presented with functional deterioration secondary to SPS with intractable muscle spasms in the bilateral lower extremities, low bac",Trimmed proceedings text matches and appears complete.,2026-04-11T06:59:07.194095+00:00
1807,1807,Anti-GAD65 antibody mediated systemic small vessel vasculitis with CNS involvement presenting as refractory status epilepticus and stiff-limb syndrome,Neupert D.; Leibu N.; Aysenne A.; Dunn C.R.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1807.json,qa\trimming\reports\batch_009\text_trimmed\1807.json,qa\trimming\reports\batch_009\text_trimmed\1807.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,290,1.0000,1.0000,1.0000,5,2421,false,false,true,trim_record_indices,true,coded_boundary,next_soft_header,0,"Poster 281 Anti-GAD65 Antibody Mediated Systemic Small Vessel Vasculitis with CNS Involvement Presenting as Refractory Status Epilepticus and Stiff-Limb Syndrome v ,e) ”= m A 2) m 7) 2 2) Zz ” Derek Neupert; Nate Leibu; Aimee Aysenne; Casey R. Dunn Tulane University School of Medicine, Department of Neurology, New Orleans, LA, United States Introduction Glutamic acid decarboxylase (GAD) is the rate-limiting enzyme to convert glutamate to gamma- aminobutyric acid (GABA). Autoantibodies targeted a",Trimmed proceedings text matches and appears complete.,2026-04-10T16:36:40.541686+00:00
1829,1829,Providing relief from stiff person syndrome through intrathecal baclofen: A case report,Mazzola A.J.; Escalon M.X.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1829.json,qa\trimming\reports\batch_009\text_trimmed\1829.json,qa\trimming\reports\batch_009\text_trimmed\1829.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,0.0000,0.7500,4,1887,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 254: Providing Relief from Stiff Person Syndrome through Intrathecal Baclofen: A Case Report Anthony J. Mazzola, MD (Icahn School of Medicine at Mount Sinai, Plainview, NY, United States), Miguel X. Escalo ´n, MD, MPH Disclosures: Anthony Mazzola: I Have No Relevant Financial Re- lationships To Disclose Case/Program Description: A 64-year-old man diagnosed with SPS presented to our university rehabilitation clinic with complaints of increased spasticity. He described feeling muscle tightn",Trimmed proceedings text matches and appears complete.,2026-04-11T06:59:07.420877+00:00
1830,1830,"Rehabilitation challenges in a rare combination of Stiff-man syndrome, cerebellar ataxia, and Grave's Disease: A case report",Rivelis Y.; Saad E.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1830.json,qa\trimming\reports\batch_009\text_trimmed\1830.json,qa\trimming\reports\batch_009\text_trimmed\1830.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,0.9444,1.0000,0.9583,5,2340,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 263: Rehabilitation Challenges in a Rare Combination of Stiff- Man Syndrome, Cerebellar Ataxia, and Grave’s Disease: A Case Report Yulia Rivelis, MD (Monteﬁore Medical Center, New York, NY, United States), Eathar Saad, MD Disclosures: Yulia Rivelis: I Have No Relevant Financial Relationships To Disclose Case/Program Description: A 33-year-old woman, diagnosed with cerebellar ataxia at 23 years old, subsequently diagnosed with Stiff- man Syndrome at 30 years old. On examination, patient wa",Trimmed proceedings text matches and appears complete.,2026-04-11T07:21:35.371999+00:00
1838,1838,Progressive encephalomyelitis with rigidity and myoclonus with multiple autoantibodies as a first manifestation of thymoma,Florea A.; Matei A.; Mitu C.E.; Popescu B.O.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1838.json,qa\trimming\reports\batch_009\text_trimmed\1838.json,qa\trimming\reports\batch_009\text_trimmed\1838.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,455,1.0000,1.0000,1.0000,4,1917,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"EPO2344 Progressive encephalomyelitis with rigidity and myoclonus with multiple autoantibodies as a first manifestation of thymoma A. Florea 1, A. Matei 2, C.E. Mitu 2, B.O. Popescu 3 1 Neurology, ‘Carol Davila’ University of Medicine and Pharmacy, Bucharest, Romania, 2 Department of Neurology, Colentina Clinical Hospital, Bucharest, Romania, 3 Laboratory of Ultrastructural Pathology, ‘Victor Babes’ National Institute of Pathology, Bucharest, Romania Background and aims: Thymoma is frequently as",Trimmed proceedings text matches and appears complete.,2026-04-11T06:59:37.879979+00:00
1897,1897,Autologous hematopoietic stem cell transplantation may be highly effective treatment for severe stiff person syndrome,Georges G.E.; Bowen J.D.; Pearlman M.; Wundes A.; Von Geldern G.; Kraft G.H.; Weiss M.D.; McLaughlin B.; Sytsma J.; Nash R.,conference_abstract,group_conference_abstract,heuristic,data\extraction_json\text\1897.json,qa\trimming\reports\batch_009\text_trimmed\1897.json,qa\trimming\reports\batch_009\text_trimmed\1897.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,0.5000,0.8750,0,2929,false,false,true,trim_record_indices,true,after_coded_boundary,next_abstract_boundary,0,"Autologous Hematopoietic Stem Cell Transplantation May be Highly Effective Treatment for Severe Stiff Person Syndrome George E. Georges 1, James D. Bowen 2, Michael Pearlman 3, Annette Wundes 2, Gloria von Geldern 4, George H. Kraft 2, Michael D. Weiss 2, Bernadette McLaughlin 1, Joel Sytsma 1, Richard Nash 5. 1 Fred Hutchinson Cancer Research Center, Seattle, WA; 2 University of Washington, Seattle, WA;3 Blue Sky Neurology, Denver, CO;4 Neurology, University of Washington, Seattle, WA; 5 Colora",Trimmed proceedings text matches and appears complete.,2026-04-10T16:37:22.351535+00:00
1898,1898,"Anti-gad positive syndrome (stiff-man): A 9-years-case report of treatment, evolution and a review",De Camargo Carmello J.F.; Oliveira A.S.B.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1898.json,qa\trimming\reports\batch_009\text_trimmed\1898.json,qa\trimming\reports\batch_009\text_trimmed\1898.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,11,0.8074,0.0000,0.6056,2,2799,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"A25 Anti‐gad positive syndrome (stiff‐man): a 9‐years‐case report of treatment, evolution and a review José Francisco de Camargo Carmello 1, Acary Souza Bulle Oliveira2 1Hospital Alemão Osvaldo Cruz, São Paulo, Brazil; 2UNIFESP , São Paulo, Brazil Correspondence: José Francisco de Camargo Carmello Journal of Diabetology & Metabolic Syndrome 2018, 10(Supp 1):A25 Abstract Case: 66 years, male, white, engineer, type 1 DM (T1D)‐LADA (24 years ago) + AntiGAD neurological syndrome (Stiff-man-SPS) 9 ye",Trimmed proceedings text matches and appears complete.,2026-04-10T16:37:41.635599+00:00
