paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
1251,1251,Double trouble: Opisthotonos associated with guillain-barre Syndrome and GAD autoantibody,Alwis A.; Ram D.; Vassallo G.,1251_Alwis A. et al. - 2016 - Double trouble Opisthotonos associated with guill.pdf,data\extraction_json\text\1251.json,qa\trimming\reports\batch_004\text_trimmed\1251.json,58,94,431,400,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,126,126 Double trouble: opisthotonos associated with Guillain-Barr/C19e Syndrome and GAD autoantibody,0.9126,0.6667,0.8511,,,4,false,false,1,49,50,5484,5529,2026-04-10T02:07:29.703102+00:00
1257,1257,Left-side asymmetry in cortical and spinal inhibitory circuits in stiff-person syndrome: A case report,Bocek V.; Cvickova B.; Peisker T.; Stetkarova I.,1257_Bocek V. et al. - 2016 - Left-side asymmetry in cortical and spinal inhibit.pdf,data\extraction_json\text\1257.json,qa\trimming\reports\batch_004\text_trimmed\1257.json,1,3,10,13,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,ID 140,Left-side asymmetry in cortical and spinal inhibitory,0.8584,1.0000,0.8938,,,4,false,false,1,0,0,20,51,2026-04-10T02:07:35.416045+00:00
1332,1332,Stiff face syndrome associated with glycine receptor antibodies,Gadian J.; Lascelles K.; Lim M.,1332_Gadian J. et al. - 2017 - Stiff face syndrome associated with glycine recept.pdf,data\extraction_json\text\1332.json,qa\trimming\reports\batch_004\text_trimmed\1332.json,15,44,190,261,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,Stiff face syndrome associated with glycine receptor antibodies,1.0000,1.0000,1.0000,,,4,false,false,1,6,7,749,795,2026-04-10T02:07:52.562700+00:00
1333,1333,Glycine antibody mediated progressive encephalomyelitis with rigidity and myoclonus (PERM): A paediatric presentation,Kariyawasam D.S.T.; Hildebrand D.; Jayawant S.; Palace J.; Leite M.I.; Ramdas S.,1333_Kariyawasam D.S.T. et al. - 2017 - Glycine antibody mediated progressive encephalomye.pdf,data\extraction_json\text\1333.json,qa\trimming\reports\batch_004\text_trimmed\1333.json,90,88,438,344,1,5,true,true,0.1516,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,107,107 12th January 2017 Glycine antibody mediated progressive encephalomyelitis with rigidity and myoclonus (PERM): a paediatric presentation,0.9692,0.6667,0.8936,,,4,false,false,1,40,40,4460,4510,2026-04-10T02:08:17.940634+00:00
1339,1339,Anti-GAD65 antibody testing at a tertiary care center,Vodopivec I.; Loomis A.; Baron J.; Cho T.; Bhattacharyya S.,1339_Vodopivec - Anti-GAD65 tertiary.pdf,data\extraction_json\text\1339.json,,1,0,4,2,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1343,1343,Case control analysis of glycine receptor autoimmunity,Lopez-Chiriboga A.S.; Hinson S.; Bower J.; Matsumoto J.; Hassan A.; Basal E.; Lennon V.; Pittock S.; McKeon A.,1343_Lopez - Case Control Analysis of Glycine Receptor Autoimmunity.pdf,data\extraction_json\text\1343.json,,2,0,4,8,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1381,1381,Determination of antibodies to GAD67 and other antigens in patients with GAD65 antibody-associated syndromes,Gresa-Arribas N.; Arino H.; Sabater L.; Caballero E.; Alba M.; Martinez-Hernandez E.; Petit M.; Saiz A.; Dalmau J.; Graus F.,1381_Gresa - Determination of Antibodies to GAD67 and Other Antigens in Patients with GAD65 Antibody.pdf,data\extraction_json\text\1381.json,,1,1,7,4,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1388,1388,A retrospective analysis of patient-reported outcomes for 34 patients with stiff person syndrome receiving home IVIg infusions,Ladha S.; Ayer G.; Souayah N.,1388_Ladha - A Retrospective Analysis Of Patient.pdf,data\extraction_json\text\1388.json,,1,1,7,2,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1391,1391,Progressive encephalomyelitis with rigidity and myoclonus: A new variant with DPPX antibodies,Balint B.; Jarius S.; Nagel S.; Haberkorn U.; Probst C.; BlOcker I.M.; Bahtz R.; Komorowski L.; StOcker W.; Kastrup A.; Kuthe M.; Meinck H.-M.,1391_Progressive encephalomyelitis with rigidity and myoclonus.pdf,data\extraction_json\text\1391.json,qa\trimming\reports\batch_004\text_trimmed\1391.json,10,30,92,92,1,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Progressive encephalomyelitis with rigidity and myoclonus: A new,0.9020,0.8750,0.7455,backtrack_soft_header,next_soft_header,4,false,false,1,0,1,0,73,2026-04-09T11:13:51.868826+00:00
1393,1393,Stiff limb syndrome: A case report,Farhat E.; Zouari M.; Beyrouti R.; Sassi S.B.; Hentati F.,1393_Euro J of Neurology - 2014 - - Paper Poster Sessions.pdf,data\extraction_json\text\1393.json,qa\trimming\reports\batch_004\text_trimmed\1393.json,323,100,326,365,2,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,PP2171,PP2171 Stiff limb syndrome: a case report,0.9664,1.0000,0.9748,,,4,false,false,1,134,134,10943,10980,2026-04-10T02:08:39.185472+00:00
