paper_id,covidence_id,title,authors,resolved_source_category,resolved_source_subtype,resolved_source_route_source,source_text_json_path,trimmed_text_json_path,validated_text_json_path,preferred_text_source,proceedings_detected,trim_status,trim_reason,qc_status,manual_follow_up_required,best_match_page_index,title_score,author_score,combined_score,section_heading_count,body_char_count,header_only_flag,spillover_flag,span_located,span_detection_method,start_boundary_ok,start_boundary_rule,next_header_rule,meaningful_tail_gap_count,best_match_excerpt,qc_note,checked_at_utc
1437,1437,Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female,Ogilvie R.; Kolski H.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1437.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1437.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1437.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,2,1414,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"P.026 Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female R Ogilvie (Edmonton)* H Kolski (Edmonton) doi: 10.1017/cjn.2017.111 Background: Stiff person syndrome (SPS) is a rare disorder presenting with progressive stiffness and spasms of the musculature of the trunk and limbs. SPS is reported very rarely in children and adolescents, with 5 cases over 25 years in a recent 99 patient cohort. Methods: Case Study Results: Herein we report ",Trimmed proceedings text matches and appears complete.,2026-04-11T11:59:59.850187+00:00
1441,1441,Spectrum of stiff person syndrome expands with presence of retinal pathology,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,conference_abstract,group_conference_abstract,manual_review,data\extraction_json\text\1441.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1441.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1441.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,192,1.0000,1.0000,1.0000,5,2567,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"P601 Spectrum of stiff person syndrome expands with presence of retinal pathology T. Shoemaker 1, A. Rothman1, J. Prince2, S. Saidha1, P.A. Calabresi1, S.D. Newsome1 1Neurology, Neuroimmunology, 2Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, United States Objective: To assess structural and functional changes in the afferent visual system of patients with Stiff-Person Syndrome (SPS). Background: SPS is a rare neuroimmunological disorder charac- terized by progress",Trimmed proceedings text matches and appears complete.,2026-04-11T12:00:41.679829+00:00
1446,1446,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,conference_abstract,case_series_conference_abstract,heuristic,data\extraction_json\text\1446.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1446.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1446.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,4,2190,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"2523 WCN17-1798 SHIFT 7 - AUTOIMMUNE DISORDERS Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus H. Tani, N. Hideto, U. Kiichi, H. Toshifumi, I. Shimon, K. Fumiharu, A. Shigeki. Osaka Medical College, Division of Neurology- Department of Internal Medicine IV, Takatsuki-City, Japan Background: Anti-Glutamic acid decarboxylase (GAD) antibodies a",Reviewed legacy exact-span override preserved the accepted trim.,2026-04-11T12:00:42.035152+00:00
1447,1447,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",Amin S.; Hameed B.; Babiker M.O.E.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1447.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1447.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1447.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,16,1.0000,0.3333,0.8333,0,1833,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"042 3rd January 2018 Hypokinesia, Brainstem Involvement, Rigidity and Exaggerated Startle in a Child with Glycine Receptors Antibodies SA M I N1, B HAMEED 1,MO . EB A B I K E R1 1University Hospitals Bristol We report a video presentation of a previously well 7-year-old boy who presented with worsening dysphagia, ptosis, rigidity, myoclonic jerks, high blood pressure and urinary retention. There was no evidence of encephalopathy. He had generalized muscle rigidity and stiffness but had normal cr",Trimmed proceedings text matches and appears complete.,2026-04-11T12:00:53.050887+00:00
1452,1452,A stiff diagnosis: An unusual case of low back pain,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1452.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1452.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1452.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,0.3333,0.8333,4,2215,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 321: A Stiff Diagnosis: An Unusual Case of Low Back Pain Komal G. Patel, DO (North Shore-LIJ Health System), Fergie-Ross L. Montero-Cruz, DO, Surya M. Vishnubhakat, MD Disclosures: Komal Patel: I Have No Relevant Financial Relationships To Disclose Case/Program Description: A 44-year-old man with a past medical history of agoraphobia, depression, migraines, and hypertension who presented with low back and hip pain, and impaired ambulation sec- ondary to “legs locking up,” requiring the us",Trimmed proceedings text matches and appears complete.,2026-04-11T12:00:53.159445+00:00
1453,1453,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,Lee M.,conference_abstract,single_case_conference_abstract,heuristic,data\extraction_json\text\1453.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1453.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1453.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,0,1.0000,1.0000,1.0000,4,1817,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"Poster 292: Stiff Person Syndrome Without Axial Stiffness or Hyperekplexia: A Case Report Melody Lee, MD (Mayo Clinic of Rochester) Disclosures: Melody Lee: I Have No Relevant Financial Relationships To Disclose Case/Program Description: Ms. S presented to our emergency department with progressive bilateral leg pain and tightness for the past year. She was having worsening rigidity with resulting contrac- tures, and started requiring a wheelchair for mobility. As she had fallen multiple times at",Trimmed proceedings text matches and appears complete.,2026-04-11T12:00:53.255658+00:00
1458,1458,Unrecognized respiratory manifestations of stiff person syndrome,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,conference_abstract,group_conference_abstract,manual_review,data\extraction_json\text\1458.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1458.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1458.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,61,1.0000,1.0000,1.0000,4,1908,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"120 UNRECOGNIZED RESPIRATORY MANIFESTATIONS OF STIFF PERSON SYNDROME Goran Rakocevic (Philadelphia, PA), Anthony Allen (Philadelphia, PA), Katrina Pack (Philadelphia, PA), Matthew Woodford (Philadelphia, PA), William Sexauer (Philadelphia, PA) INTRODUCTION: Approximately 50% of stiff-person syndrome (SPS) patients report dyspnea contributing to their functional impairment, which is largely underdiagnosed. OBJECTIVE: To investigate the frequency and severity of dyspnea and associated pulmonary fu",Trimmed proceedings text matches and appears complete.,2026-04-11T12:00:58.984012+00:00
1511,1511,Stiff-limb syndrome: Thinking about that!,Delorme A.; Pencu D.E.; De Saint-Hubert G.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1511.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1511.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1511.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,26,0.8667,0.6667,0.8167,10,7424,false,true,true,trim_record_indices,true,soft_header::author+institution,next_soft_header,0,"0028 Sti ﬀ-Limb Syndrome: Thinking about that! Alicia Delorme 1, Daniela Elena Pencu 2, Gaetan de Saint-Hubert 1 1Internal Medecine Department, Grand hôpital de Charleroi, Gilly, Belgium; 2Internal Medecine Department, Grand Hôpital de Charleroi, Gilly, Belgium The acquired results pointed towards a diagnosis of systemic capillary leak syndrome. Initially, treatment with a leukotrein antagonist (montelukast 10 mg), theophylline (xanthium 400 mg) and H1 antagonists (ranitidine 300 mg, ceterizine ",Reviewed legacy exact-span override preserved the accepted trim.,2026-04-11T12:01:02.797857+00:00
1602,1602,Progressive encephalomyelitis with rigidity and myoclonus - Case report,Barbov I.; Stojkoska F.; Petovska-Cvetkovska D.; Lazarova S.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1602.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1602.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1602.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,17,1.0000,1.0000,1.0000,4,1899,false,false,true,trim_record_indices,true,coded_boundary,next_abstract_boundary,0,"EPR1030 Progressive encephalomyelitis with rigidity and myoclonus – case report I. Barbov 1, F. Stojkoska 2, D. Petovska-Cvetkovska 3, S. Lazarova 4 1 Neuromuscular disorders and Multiple scclerosis, University Clinic for neurology, 2 Neuromuscular disorders , University Clinic for neurology, 3 Cerebrovscular disorders , University Clinic for neurology, 4 University Clinic of Neurology, Skopje, North Macedonia Background and aims: Progressive encephalomyelitis with rigidity and myoclonus (PERM) ",Trimmed proceedings text matches and appears complete.,2026-04-11T12:01:13.468920+00:00
1605,1605,A stiff woman,Srinithya F.; Gadde S.,conference_abstract,single_case_conference_abstract,manual_review,data\extraction_json\text\1605.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1605.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1605.json,trimmed_text,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,confirmed_full,false,360,1.0000,1.0000,1.0000,2,2885,false,false,true,trim_record_indices,true,soft_header::author+institution+uppercase_title+control_id,next_soft_header,0,"A STIFF WOMAN FNU Srinithya1; Saikrishna Gadde2. 1Brookwood Baptist, Birmingham, AL; 2Ochsner Medical Center, Birmingham, AL. (Control ID #3186163) LEARNING OBJECTIVE #1: Recognize clinical features and labora- tory finding of Stiff Person Syndrome (SPS) LEARNING OBJECTIVE #2: Identify disorders associated with Stiff Person syndrome CASE: A 37year old female with no significant past medical history presented with refractory stiffness and weakness. Initial symptom started 3 months ago with her ri",Trimmed proceedings text matches and appears complete.,2026-04-11T12:02:15.794156+00:00
