paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
1437,1437,Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female,Ogilvie R.; Kolski H.,1437_Ogilvie R. and Kolski H. - 2017 - Acute lower limb spasticity Stiff person syndrome.pdf,data\extraction_json\text\1437.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1437.json,1,3,15,4,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P.026,P.026 Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female R Ogilvie (Edmonton)* H Kolski (Edmonton),0.9436,1.0000,0.9577,,,2,false,false,1,0,0,5,33,2026-04-11T11:48:21.906734+00:00
1441,1441,Spectrum of stiff person syndrome expands with presence of retinal pathology,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,1441_1352458517731404.pdf,data\extraction_json\text\1441.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1441.json,342,112,746,821,1,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P601,P601 Spectrum of stiff person syndrome expands with presence of retinal pathology T. Shoemaker,0.9648,1.0000,0.9736,,,5,false,false,1,192,192,22892,22943,2026-04-11T11:50:31.545535+00:00
1446,1446,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,1446_Tani H. et al. - 2017 - Neurologic disorders associated with anti-glutamic.pdf,data\extraction_json\text\1446.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1446.json,2,12,38,23,1,11,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,SHIFT 7 - AUTOIMMUNE DISORDERS Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,0.9767,1.0000,0.9825,override_exact_span_start,override_exact_span_end,4,false,false,1,0,1,95,138,2026-04-11T11:51:15.274803+00:00
1447,1447,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",Amin S.; Hameed B.; Babiker M.O.E.,"1447_Amin S. et al. - 2017 - Hypokinesia, brainstem involvement, rigidity and e.pdf",data\extraction_json\text\1447.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1447.json,98,141,396,354,1,6,true,true,0.1725,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,042,"042 3rd January 2018 Hypokinesia, Brainstem Involvement, Rigidity and Exaggerated Startle in a Child with Glycine Receptors Antibodies",0.9698,0.3333,0.8106,,,0,false,false,1,16,16,1822,1861,2026-04-11T11:52:27.049712+00:00
1452,1452,A stiff diagnosis: An unusual case of low back pain,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,1452_Patel-2017-A stiff diagnosis_ An unusual case.pdf,data\extraction_json\text\1452.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1452.json,1,1,6,7,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 321,A Stiff Diagnosis: An Unusual Case of Low Back Pain,1.0000,0.3333,0.6711,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,3,44,2026-04-11T11:52:44.236338+00:00
1453,1453,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,Lee M.,1453_Lee-2017-Stiff person syndrome without axial s.pdf,data\extraction_json\text\1453.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1453.json,1,1,8,9,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 292,Stiff Person Syndrome Without Axial Stiffness or Hyperekplexia: A Case Report,1.0000,1.0000,0.8940,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,44,80,2026-04-11T11:53:02.254760+00:00
1458,1458,Unrecognized respiratory manifestations of stiff person syndrome,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,1458_Muscle and Nerve - 2017 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts (1).pdf,data\extraction_json\text\1458.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1458.json,119,62,347,353,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,120,UNRECOGNIZED RESPIRATORY MANIFESTATIONS OF STIFF PERSON SYNDROME,1.0000,1.0000,0.8851,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,61,61,4984,5029,2026-04-11T11:53:51.918304+00:00
1511,1511,Stiff-limb syndrome: Thinking about that!,Delorme A.; Pencu D.E.; De Saint-Hubert G.,1511_Delorme A. et al. - 2018 - Stiff-limb syndrome Thinking about that!.pdf,data\extraction_json\text\1511.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1511.json,81,28,335,242,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,ACTA CLINICA BELGICA 25 0028 Sti ﬀ-Limb Syndrome: Thinking about that!,0.7944,0.6667,0.7625,override_exact_span_start,override_exact_span_end,10,false,false,1,26,28,1262,1365,2026-04-11T11:54:17.848338+00:00
1602,1602,Progressive encephalomyelitis with rigidity and myoclonus - Case report,Barbov I.; Stojkoska F.; Petovska-Cvetkovska D.; Lazarova S.,1602_Barbov I. et al. - 2019 - Progressive encephalomyelitis with rigidity and my.pdf,data\extraction_json\text\1602.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1602.json,235,60,324,303,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,EPR1030,EPR1030 Progressive encephalomyelitis with rigidity and myoclonus – case report,0.9808,1.0000,0.9856,,,4,false,false,1,17,17,1400,1443,2026-04-11T11:55:24.116003+00:00
1605,1605,A stiff woman,Srinithya F.; Gadde S.,1605_s11606-019-05007-5.pdf,data\extraction_json\text\1605.json,qa\trimming\reports\stage05_regression_guard\tranche_005\text_trimmed\1605.json,769,63,389,538,2,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,A STIFF WOMAN,1.0000,1.0000,1.0000,,,2,false,false,1,360,360,43454,43503,2026-04-11T11:59:59.369662+00:00
